Name	Entity	AD site	Last seen	Device type	Device manufacturer	Device model	Device product version	CPU model	CPU frequency [Mhz]	Number of CPUs	Total RAM [bytes]	Total drive capacity [bytes]	OS version and architecture	Last logon time	Number of hard resets	Number of days since last system update	System drive free space [bytes]	Total drive free space [bytes]	Total non-system drive free space [bytes]	Last system update	Last system boot time	OS build	Group name	Number of cores
LDN-REAL-L603	London	London	06.03.2020 16:04:57	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	510370795520	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 06:08:41	1	-	381037993984	381037993984	0	-	06.03.2020 06:04:51	17763.1039.0.0	TBG_DOMAIN	4
NYC-BAAM-L891	New York	NewYork	09.03.2020 18:44:58	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:56:53	1	-	415733178368	415733178368	0	-	09.03.2020 08:54:31	17763.1012.0.0	TBG_DOMAIN	4
NYC-FING-L537	New York	NewYork	09.03.2020 22:29:59	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 09:44:36	4	-	417372184576	417372184576	0	-	06.03.2020 09:38:12	17763.973.0.0	TBG_DOMAIN	4
LDN-FING-L049	London	London	10.03.2020 05:13:26	laptop	Lenovo	20JTS0HA01	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 05:02:17	1	-	167461998592	167461998592	0	-	10.03.2020 05:00:15	17763.1012.0.0	TBG_DOMAIN	2
NYC-REAL-L058	New York	CarlstadtVPN	09.03.2020 11:54:02	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 21:58:40	1	-	402394537984	402394537984	0	-	05.03.2020 21:46:38	17763.973.0.0	TBG_DOMAIN	4
NYC-REAL-L906	New York	NewYork	10.03.2020 05:12:51	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:45:28	1	-	369046421504	369046421504	0	-	09.03.2020 09:30:42	17763.1012.0.0	TBG_DOMAIN	4
NYC-BAAM-L944	New York	NewYork	10.03.2020 05:13:15	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 08:23:15	1	-	357774729216	357774729216	0	-	04.03.2020 08:21:26	17763.973.0.0	TBG_DOMAIN	4
NYC-BISG-L048	New York	NewYork	10.03.2020 05:14:32	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:43:09	1	-	427385323520	427385323520	0	-	09.03.2020 08:38:48	17763.1012.0.0	TBG_DOMAIN	4
LDN-PEQG-L158	London	London	10.03.2020 05:12:09	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 09:31:15	3	-	369493258240	369493258240	0	-	07.03.2020 09:23:21	17763.1012.0.0	TBG_DOMAIN	4
NYC-LOAN-L973	New York	VirginiaVPN	08.03.2020 19:33:55	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 16:37:23	2	-	412931477504	412931477504	0	-	05.03.2020 17:19:30	17763.832.0.0	TBG_DOMAIN	4
LDN-REAL-L614	London	London	09.03.2020 13:05:45	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 05:24:23	3	-	389111898112	389111898112	0	-	09.03.2020 05:23:14	16299.1654.0.0	TBG_DOMAIN	4
NYC-MEET-L404	New York	NewYork	05.03.2020 09:20:03	laptop	Lenovo	20AC000DUS	ThinkPad T431s	Intel Core i7-3687U CPU @ 2.10GHz	2101	1	8589934592	179700756480	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:21:00	1	-	128646332416	128646332416	0	-	05.03.2020 08:16:17	17763.832.0.0	TBG_DOMAIN	2
LDN-STPG-L013	London	SloughVPN	09.03.2020 23:04:46	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	510818754560	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 04:43:51	1	-	370235547648	370235547648	0	-	05.03.2020 04:42:35	17763.1039.0.0	TBG_DOMAIN	4
HKG-PEQG-L123	Hong Kong	HongKong	10.03.2020 05:13:46	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 06:00:45	1	-	367710081024	367710081024	0	-	08.03.2020 05:46:40	17763.1012.0.0	TBG_DOMAIN	4
GUR-FING-L076	Gurgaon	SingaporeVPN	09.03.2020 13:41:51	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 03:42:54	1	-	365653217280	365653217280	0	-	09.03.2020 03:34:22	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L550	Gurgaon	SingaporeVPN	09.03.2020 13:01:57	laptop	Lenovo	20JTS0HA06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 04:23:08	1	-	196194631680	196194631680	0	-	09.03.2020 04:21:54	17763.1012.0.0	TBG_DOMAIN	2
GUR-COE-FLOORUN	Gurgaon	-	10.03.2020 05:13:14	desktop	Dell	OptiPlex 7050	-	Intel Core i7-7700T CPU @ 2.90GHz	2904	1	17179869184	507429343232	Windows 10 Enterprise 1607 (64 bits)	08.03.2020 04:33:29	3	-	486081454080	486081454080	0	-	08.03.2020 04:32:41	14393.0.0.0	WORKGROUP	4
GUR-BXII-L411	Gurgaon	Gurgaon	09.03.2020 11:37:31	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 02:52:33	1	-	395595079680	395595079680	0	-	05.03.2020 02:51:34	17763.1012.0.0	TBG_DOMAIN	4
HKG-REAL-L152	Hong Kong	SingaporeVPN	10.03.2020 05:13:26	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 05:02:51	1	-	320573730816	320573730816	0	-	10.03.2020 04:50:26	17763.973.0.0	TBG_DOMAIN	4
NYC-GSO-L338	New York	NewYork	09.03.2020 20:33:07	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:39:55	1	-	321558290432	321558290432	0	-	09.03.2020 08:27:21	17763.1012.0.0	TBG_DOMAIN	4
NYC-FING-L433	New York	NewYork	09.03.2020 18:04:09	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	510819569664	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:04:32	1	-	362367877120	362367877120	0	-	09.03.2020 09:02:08	17763.1012.0.0	TBG_DOMAIN	4
LDN-LOAN-L293	London	London	04.03.2020 10:53:56	laptop	Lenovo	20JTS0HD03	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	255715176448	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 10:53:37	1	-	200991330304	200991330304	0	-	04.03.2020 10:52:39	17763.1012.0.0	TBG_DOMAIN	2
NYC-GSO-L347	New York	NewYork	09.03.2020 17:11:18	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:53:14	2	-	358399721472	358399721472	0	-	09.03.2020 09:52:13	17763.1012.0.0	TBG_DOMAIN	4
NYC-BXII-L388	New York	CarlstadtVPN	10.03.2020 05:14:45	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	34359738368	511261892608	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 10:54:45	1	-	266249199616	266249199616	0	-	04.03.2020 10:53:29	17763.973.0.0	TBG_DOMAIN	4
NYC-GCS-L128	New York	NewYork	10.03.2020 05:14:33	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:14:41	1	-	418356736000	418356736000	0	-	09.03.2020 09:13:36	17763.1012.0.0	TBG_DOMAIN	4
TOK-LOAN-L031	Tokyo	SingaporeVPN	10.03.2020 03:21:24	laptop	Lenovo	20FAS71Y05	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	255715176448	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 20:41:40	2	-	197575913472	197575913472	0	-	06.03.2020 20:35:08	17763.379.0.0	TBG_DOMAIN	2
HKG-REAL-L172	Hong Kong	HongKong	10.03.2020 05:13:08	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 01:10:24	1	-	373064470528	373064470528	0	-	05.03.2020 01:02:25	17763.1012.0.0	TBG_DOMAIN	4
GUR-FING-L249	Gurgaon	SingaporeVPN	09.03.2020 13:40:19	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 13:05:16	2	-	439311650816	439311650816	0	-	09.03.2020 12:57:48	17763.1012.0.0	TBG_DOMAIN	4
HKG-GCH-L002	Hong Kong	HongKong	05.03.2020 23:33:53	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 22:15:34	1	-	422394884096	422394884096	0	-	04.03.2020 22:14:18	17763.1012.0.0	TBG_DOMAIN	4
NYC-REAL-L842	New York	NewYork	09.03.2020 21:57:06	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 09:33:35	1	-	357646114816	357646114816	0	-	04.03.2020 09:31:56	17763.973.0.0	TBG_DOMAIN	4
NYC-BXII-L667	New York	NewYork	09.03.2020 19:19:35	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 09:26:07	1	-	443857248256	443857248256	0	-	04.03.2020 09:22:16	17763.973.0.0	TBG_DOMAIN	4
NYC-GSO-L465	New York	NewYork	09.03.2020 16:16:06	laptop	Lenovo	20JTS0HD06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:15:05	2	-	379923693568	379923693568	0	-	09.03.2020 08:14:03	17763.1012.0.0	TBG_DOMAIN	2
NYC-BISG-L044	New York	VirginiaVPN	09.03.2020 17:58:00	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 19:24:12	2	-	368010326016	368010326016	0	-	05.03.2020 19:18:45	17763.1012.0.0	TBG_DOMAIN	4
LUX-FING-L014	Luxembourg	Luxembourg	10.03.2020 05:14:31	laptop	Lenovo	20JTS0HA01	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	255715176448	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 04:49:13	1	-	175954956288	175954956288	0	-	10.03.2020 04:09:03	17763.1012.0.0	TBG_DOMAIN	2
NYC-FACL-L047	New York	NewYork	09.03.2020 16:23:48	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511261892608	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:38:25	2	-	376064167936	376064167936	0	-	09.03.2020 08:27:40	17763.1012.0.0	TBG_DOMAIN	4
NYC-TACT-L149	New York	NewYork	10.03.2020 05:14:06	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 19:02:34	1	-	425058590720	425058590720	0	-	06.03.2020 19:01:30	17763.1012.0.0	TBG_DOMAIN	4
NYC-REAL-L854	New York	NewYork	09.03.2020 23:33:03	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 13:45:34	2	-	332044238848	332044238848	0	-	08.03.2020 13:36:11	17763.973.0.0	TBG_DOMAIN	4
NYC-BISG-L065	New York	NewYork	09.03.2020 20:54:35	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 16:23:55	2	-	345266065408	345266065408	0	-	09.03.2020 20:36:33	17763.1012.0.0	TBG_DOMAIN	4
MUM-REAL-L112	Mumbai	Mumbai	07.03.2020 19:32:51	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 07:09:25	2	-	377290002432	377290002432	0	-	06.03.2020 07:07:11	17763.832.0.0	TBG_DOMAIN	4
NYC-SIG-L075	New York	NewYork	09.03.2020 09:27:31	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:12:06	1	-	434592911360	434592911360	0	-	09.03.2020 08:43:40	17763.1012.0.0	TBG_DOMAIN	4
NYC-COMP-L086	New York	NewYork	10.03.2020 05:12:56	laptop	Lenovo	20JTS0HD06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	510909734912	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 19:31:06	1	-	387683483648	387683483648	0	-	04.03.2020 19:30:11	17763.973.0.0	TBG_DOMAIN	2
NYC-FING-L519	New York	NewYork	10.03.2020 05:13:14	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 00:07:04	1	-	419861106688	419861106688	0	-	05.03.2020 23:48:48	17763.1012.0.0	TBG_DOMAIN	4
NYC-REAL-L908	New York	NewYork	09.03.2020 21:10:26	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 15:26:16	2	-	312949768192	312949768192	0	-	09.03.2020 15:21:28	17763.973.0.0	TBG_DOMAIN	4
NYC-GSO-W939	New York	NewYork	06.03.2020 00:27:31	desktop	HP	HP EliteDesk 800 G2 SFF	-	Intel Core i7-6700 CPU @ 3.40GHz	3408	1	17179869184	255715176448	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 07:39:17	1	-	174024695808	174024695808	0	-	04.03.2020 23:37:45	17763.973.0.0	TBG_DOMAIN	4
GUR-BXII-L389	Gurgaon	Gurgaon	09.03.2020 10:16:06	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 05:58:08	2	-	401991884800	401991884800	0	-	09.03.2020 05:57:08	17763.1012.0.0	TBG_DOMAIN	4
NYC-FING-L517	New York	NewYork	09.03.2020 21:59:02	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:10:41	1	-	446832541696	446832541696	0	-	09.03.2020 09:10:02	17763.1012.0.0	TBG_DOMAIN	4
ZOOM-NEW-TC3FX2	-	-	10.03.2020 05:14:05	desktop	Dell	OptiPlex 7060	-	Intel Core i7-8700 CPU @ 3.20GHz	3192	1	17179869184	511432454144	Windows 10 Pro 1903 (64 bits)	09.03.2020 18:10:54	1	0	470207217664	470207217664	0	09.03.2020 12:34:52	09.03.2020 18:08:06	18362.657.0.0	WORKGROUP	6
NYC-HUMN-L140	New York	NewYork	09.03.2020 19:11:30	laptop	Lenovo	20FAS72008	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 07:21:32	1	1	138141499392	138141499392	0	08.03.2020 13:22:06	09.03.2020 07:19:46	17763.1039.0.0	TBG_DOMAIN	2
HOU-ZOOM-ROOM	-	-	10.03.2020 05:12:40	desktop	Dell	OptiPlex 7050	-	Intel Core i7-7700T CPU @ 2.90GHz	2904	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 04:10:56	1	1	479329165312	479329165312	0	08.03.2020 16:21:43	07.03.2020 04:10:48	17763.1039.0.0	WORKGROUP	4
BX-1S6THR2	Workgroup	-	06.03.2020 17:52:08	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 16:33:14	1	3	461103144960	461103144960	0	06.03.2020 09:51:59	06.03.2020 16:28:55	17763.1012.0.0	WORKGROUP	4
NYC-BXII-L876	New York	NewYork	07.03.2020 09:32:11	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 17:59:04	1	4	456809705472	456809705472	0	05.03.2020 18:25:59	06.03.2020 17:54:23	17763.1039.0.0	TBG_DOMAIN	4
BX-66TXNV2	Workgroup	Gurgaon10CC2	05.03.2020 09:10:54	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:52:05	2	4	460271013888	460271013888	0	05.03.2020 17:17:05	05.03.2020 08:42:48	17763.1039.0.0	TBG_DOMAIN	4
BX-PC0EXE4F	Workgroup	-	05.03.2020 08:58:50	laptop	Lenovo	20FAS2F302	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	8589934592	255715176448	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:42:47	1	4	208065437696	208065437696	0	05.03.2020 07:51:04	05.03.2020 08:41:36	17763.1039.0.0	WORKGROUP	2
LDN-PWM-L031	London	London	10.03.2020 04:19:35	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511261892608	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 04:16:40	1	4	456389963776	456389963776	0	05.03.2020 08:49:16	10.03.2020 04:13:54	17763.1039.0.0	TBG_DOMAIN	4
LDN-REAL-L715	London	London	05.03.2020 18:05:18	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 11:18:52	1	4	435897442304	435897442304	0	05.03.2020 06:40:29	05.03.2020 11:17:09	17763.1012.0.0	TBG_DOMAIN	4
NYC-345-42-52ND	New York	-	10.03.2020 05:13:44	desktop	Dell	OptiPlex 7060	-	Intel Core i7-8700 CPU @ 3.20GHz	3192	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 04:32:13	2	4	488606457856	488606457856	0	05.03.2020 16:33:37	07.03.2020 04:29:03	17763.973.0.0	WORKGROUP	6
NYC-STPG-L072	New York	VirginiaVPN	10.03.2020 01:38:52	laptop	Lenovo	20JTS0HA04	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	254568386560	Windows 10 Enterprise 1709 (64 bits)	06.03.2020 10:40:46	1	4	122191650816	122191650816	0	05.03.2020 19:24:13	05.03.2020 23:11:26	16299.1625.0.0	TBG_DOMAIN	2
NYC-BXII-L853	New York	NewYork	09.03.2020 09:46:30	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:44:33	2	5	454730461184	454730461184	0	04.03.2020 10:59:13	09.03.2020 09:42:54	17763.1039.0.0	TBG_DOMAIN	4
SIN-LOAN-L069	Singapore	Singapore	04.03.2020 22:20:48	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 21:41:02	1	5	461725904896	461725904896	0	04.03.2020 15:23:52	04.03.2020 21:37:30	17763.1012.0.0	TBG_DOMAIN	4
NYC-BXII-L851	New York	VirginiaVPN	08.03.2020 13:50:02	laptop	Lenovo	20FAS72008	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 21:59:43	1	6	196124372992	196124372992	0	03.03.2020 11:48:48	05.03.2020 21:58:47	17763.1012.0.0	TBG_DOMAIN	2
NYC-COMP-L200	New York	NewYork	09.03.2020 17:44:35	laptop	Lenovo	20FAS2F200	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:34:03	1	6	456471982080	456471982080	0	03.03.2020 14:44:43	09.03.2020 09:32:59	17763.1012.0.0	TBG_DOMAIN	2
NYC-COMP-L199	New York	CarlstadtVPN	10.03.2020 05:13:24	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:05F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 00:00:11	1	6	341576290304	341576290304	0	03.03.2020 09:44:09	09.03.2020 23:53:42	17763.1039.0.0	TBG_DOMAIN	4
NYC-REAL-L124	New York	VirginiaVPN	10.03.2020 05:13:02	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 12:17:07	1	7	431292354560	431292354560	0	02.03.2020 17:13:02	06.03.2020 12:12:02	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L546	Gurgaon	Gurgaon	09.03.2020 13:33:57	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 13:32:30	1	8	454347874304	454347874304	0	01.03.2020 17:33:23	09.03.2020 13:31:20	17763.1039.0.0	TBG_DOMAIN	4
NYC-STPG-L149	New York	VirginiaVPN	06.03.2020 20:29:20	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 10:44:18	1	8	442321170432	442321170432	0	01.03.2020 12:20:35	06.03.2020 10:42:09	17763.1012.0.0	TBG_DOMAIN	4
NYC-GCS-L189	New York	NewYork	09.03.2020 16:17:19	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 13:40:38	1	10	454629933056	454629933056	0	28.02.2020 14:49:58	09.03.2020 13:38:51	17763.1012.0.0	TBG_DOMAIN	4
LDN-40BS-04-HIL	London	-	10.03.2020 05:14:01	desktop	Dell	OptiPlex 7050	-	Intel Core i7-7700T CPU @ 2.90GHz	2904	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 00:36:19	1	10	485427228672	485427228672	0	-	07.03.2020 00:33:03	17763.973.0.0	WORKGROUP	4
GUR-FING-L311	Gurgaon	Gurgaon10CC2	09.03.2020 12:11:49	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 12:10:36	1	11	432710467584	432710467584	0	27.02.2020 16:15:30	09.03.2020 12:06:34	17763.1012.0.0	TBG_DOMAIN	4
HKG-REAL-L197	Hong Kong	HongKong	10.03.2020 03:32:19	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 08:54:55	1	13	440607641600	440607641600	0	26.02.2020 03:53:35	08.03.2020 08:53:27	17763.1012.0.0	TBG_DOMAIN	4
GUR-UAT-L078	Gurgaon	Gurgaon	06.03.2020 02:11:52	laptop	Lenovo	20JTS0HA06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:54:23	1	13	195165896704	195165896704	0	25.02.2020 15:46:35	04.03.2020 03:04:17	17763.1039.0.0	TBG_DOMAIN	2
NYC-REAL-L115	New York	CarlstadtVPN	09.03.2020 23:33:54	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 22:49:36	1	14	436507230208	436507230208	0	24.02.2020 17:23:39	09.03.2020 22:48:17	17763.1039.0.0	TBG_DOMAIN	4
NYC-PEQG-L946	New York	NewYork	09.03.2020 14:46:48	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:46:04	1	18	445153492992	445153492992	0	20.02.2020 11:45:27	09.03.2020 08:44:43	17763.1012.0.0	TBG_DOMAIN	4
HKG-PWM-L008	Hong Kong	HongKong	10.03.2020 05:14:23	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 21:08:50	1	18	447430926336	447430926336	0	20.02.2020 21:13:28	09.03.2020 21:08:08	17763.1012.0.0	TBG_DOMAIN	4
